Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Casey Legumina","TBR",1,0,0,5,1,5.2,7.9411787815579205,1.588235756311584,0,0.3333333333333333,0.71428571,0.6,0,93.59379134639617,3.176471512623168,5.318989994367698,2.387181463703505,2.9129385955179075,0.14930651089142194,"Casey Legumina",25921,668984
"Will Warren","NYY",0,0,0,2,2,8.1,6.480000247192392,5.40000020599366,0,0.41379310344827586,0.72222222,0.678571428,0,93.29874320652173,5.40000020599366,4.751699824975942,3.8130640495300305,4.706850947607972,0.14767683109992438,"Will Warren",30182,701542
"JT Brubaker","SFG",0,0,0,4,0,5,5.4,0,0,0.2,0.66666667,0.266666666,0,92.92413052645597,1.8,1.5510126859598994,1.8930640220642092,4.5744246140122415,0.14559852356952147,"JT Brubaker",17578,664141
"Eric Orze","MIN",0,1,0,5,0,5,7.200001416206638,1.8000003540516596,0,0.4,0.4,0.578947368,0,93.73476196289063,10.800002124309957,2.4308755100166843,2.6930639433860626,4.480638022958887,0.14548624521172623,"Eric Orze",27626,679358
"Gerrit Cole","NYY",1,0,0,2,2,10,9,3.6,0.9,0.25,0.77586207,0.535714285,0.09090909,96.56562805175781,3.6,3.27561726712454,3.893064022064209,4.231673272699117,0.143587694344441,"Gerrit Cole",13125,543037
"Landen Roupp","SFG",0,1,0,2,2,10.1,8.709678491122153,4.3548392455610765,0.8709678491122153,0.23076923076923078,0.66037736,0.481481481,0.09090909,93.00352668762207,4.3548392455610765,3.470799395805176,3.8672576657195115,4.194944077625051,0.14281356172163007,"Landen Roupp",30076,694738
"David Morgan","SDP",0,0,0,3,0,5,14.400002746582555,1.8000003433228193,0,0.4,1,0.5,0,96.86265258789062,0,2.7689515744125845,1.0930636405944099,1.6889216635670934,0.14268800864444858,"David Morgan",31616,688158
"Carlos Rodón","NYY",2,0,0,2,2,11,11.454545454545455,3.272727272727273,1.6363636363636365,0.3333333333333333,0.73770492,0.310344827,0.166666666,94.38352748325893,4.909090909090909,4.834752900697776,4.002154931155118,3.2635855929418045,0.14045858585176915,"Carlos Rodon",16137,607074
"Ty Madden","DET",0,0,0,3,0,5.1,11.812502948335176,1.6875004211907394,0,0.4,0.75,0.466666666,0,93.11942467322716,3.375000842381479,2.1562801385040946,1.5930636476724407,3.268914435923017,0.13971250673713276,"Ty Madden",30140,680744
"Calvin Faucher","MIA",0,0,0,5,0,5.2,11.117648423130705,4.764706467056016,0,0.3333333333333333,1,0.533333333,0,96.06064987182617,0,4.219996333283071,2.740122802282282,3.7916368889459804,0.13963331013214236,"Calvin Faucher",20116,676534
"Hogan Harris","ATH",0,0,1,6,0,6.2,13.50000333935105,2.70000066787021,1.350000333935105,0.5,0.72916667,0.352941176,0.166666666,94.99210934522675,5.40000133574042,2.512299589809636,2.9430639849603084,2.3337441302134065,0.1385125727473365,"Hogan Harris",21520,663687
"Matt Svanson","STL",1,0,0,4,0,6,7.500001192093085,0,0,0.07142857142857142,1,0.142857142,0,,0,1.4239665267610093,1.4263970904879681,3.6608646056037086,0.1361114584261734,"Matt Svanson",29629,694335
"Huascar Brazobán","NYM",1,0,0,6,1,7,11.571430147910819,5.14285784351592,0,0,1,0.5,0,97.35145568847656,0,1.9863787198080027,2.2359210481448897,3.087146748860595,0.13140580938149546,"Huascar Brazoban",6107,623211
"Justin Bruihl","STL",0,0,0,4,0,5.1,8.437502105953698,0,0,0.45,0.66666667,0.35,0,92.16260147094727,3.375000842381479,3.0398289634999194,1.2180635540744986,3.4525312717419334,0.12429711253775999,"Justin Bruihl",23779,677865
"Andrew Abbott","CIN",0,1,0,2,2,11,9,4.090909090909091,1.6363636363636365,0.2222222222222222,0.88235294,0.285714285,0.142857142,92.23387044270834,3.272727272727273,3.550007241665262,4.820336749336937,4.352611915360797,0.12397063602368089,"Andrew Abbott",29911,671096
"Drew Anderson","DET",0,0,0,5,1,7.1,13.500002450564136,3.681818850153855,1.2272729500512851,0.42105263157894735,0.8490566,0.45,0.111111111,96.37185722484924,3.681818850153855,2.271706983542228,3.093064022064209,3.1485371630075316,0.12372394823623628,"Drew Anderson",15130,623454
"Ryan Zeferjahn","LAA",1,0,1,6,0,6.1,15.631579805526755,11.36842167674673,0,0,1,0.375,0,97.9462171282087,0,2.25231437641315,3.4088535130849515,4.11447476023024,0.12122645109227409,"Ryan Zeferjahn",25420,666171
"Tyler Holton","DET",0,0,0,6,0,5.1,8.437503661845538,0,0,0.4444444444444444,0.88888889,0.611111111,0,92.19099922180176,1.6875007323691074,4.917941671407093,1.7805634524437923,2.6184890010841566,0.12067571311176571,"Tyler Holton",26231,663947
"Nate Pearson","HOU",1,0,0,3,0,5,9,1.8,0,0.16666666666666666,1,0.416666666,0,97.38285669787177,0,1.9053679559821095,1.6930640220642093,3.480637750029564,0.11167531932401122,"Nate Pearson",20160,663878
"Walbert Ureña","LAA",1,1,0,2,2,12,7.5,5.25,0.75,0.2647058823529412,0.85227273,0.514285714,0.076923076,97.14841584236392,2.25,3.210975536766296,4.759730688730876,5.290179193144044,0.10970687724965011,"Walbert Urena",29357,700712
"Freddy Peralta","NYM",1,1,0,2,2,11,5.7272727272727275,2.4545454545454546,0.8181818181818182,0.2571428571428571,0.58823529,0.527777777,0.1,93.63460979055851,5.7272727272727275,3.122050333900925,4.365791294791482,4.538195634159175,0.10949012353930439,"Freddy Peralta",18679,642547
"Chase Silseth","LAA",0,0,0,6,0,5.2,14.294119401168048,3.176470978037344,1.588235489018672,0.3333333333333333,1,0.307692307,0.166666666,95.9772544683412,1.588235489018672,3.16896405884729,3.269534631955173,2.552687833368194,0.10701905844422076,"Chase Silseth",30074,681217
"Sonny Gray","BOS",2,0,0,3,3,19.1,6.517241486471135,1.3965517471009574,1.86206899613461,0.26785714285714285,0.91463415,0.483333333,0.181818181,91.91959568711577,3.2586207432355674,2.7664672862723156,4.799960601854268,3.8054184309857373,0.10284247664294674,"Sonny Gray",12768,543243
"Peter Lambert","HOU",2,0,0,3,3,18.2,7.232143103468183,1.9285714942581822,1.9285714942581822,0.16666666666666666,1,0.403846153,0.133333333,93.83395278033088,1.9285714942581822,2.565583696761072,5.075206946718452,4.683564604761365,0.0990132736913326,"Peter Lambert",17969,663567
"Emmet Sheehan","LAD",0,2,0,2,2,6.1,14.210527029063929,4.263158108719178,1.4210527029063929,0.4,0.625,0.25,0.111111111,94.57075602213541,7.1052635145319645,3.6044968551266634,3.882537745901095,3.946769795399881,0.0974561524632923,"Emmet Sheehan",29839,686218
"Kyle Finnegan","DET",1,0,0,6,0,6.2,6.750001669675525,6.750001669675525,0,0.3333333333333333,0.83333333,0.285714285,0,96.24340504613416,2.70000066787021,5.703159130404071,3.843064207583712,6.077531920256721,0.09594929138373871,"Kyle Finnegan",15009,640448
"AJ Blubaugh","HOU",0,0,0,4,0,8,9,5.625,0,0.16666666666666666,0.875,0.444444444,0,95.11389581088362,0,2.873520633689131,2.968064022064209,4.271503198705614,0.09586943651932636,"AJ Blubaugh",31764,805123
"Robby Ahlstrom","TEX",1,0,0,5,0,5.2,3.17647096133154,3.17647096133154,0,0.3,0.875,0.5,0,94.70087122034144,1.58823548066577,4.501311137338622,3.446005239989936,4.760397841406861,0.09345943658653248,"Robby Ahlstrom",30167,695239
"Brent Suter","LAA",0,0,0,5,0,9.2,6.517241807953526,0.9310345439933608,0.9310345439933608,0.20689655172413793,0.75757576,0.7,0.2,,1.8620690879867217,3.6607150101583015,3.2999605873960673,2.725638880642109,0.08920504598304327,"Brent Suter",13942,608718
"Simeon Woods Richardson","TOR",1,0,0,2,0,7,5.142857142857143,3.857142857142857,0,0.2,1,0.35,0,92.49923270089286,0,3.8734675482303125,3.235921164921352,5.151178730598518,0.08863656265830007,"Simeon Woods Richardson",24494,680573
"Kevin Gausman","TOR",0,0,0,2,2,12,9,1.5,2.25,0.1111111111111111,0.78947368,0.333333333,0.166666666,94.23781289859694,3.75,2.390437356588631,4.84306402206421,3.8275311820209033,0.08599523008821663,"Kevin Gausman",14107,592332
"Cristopher Sánchez","PHI",1,1,0,2,2,12.2,9.236842568891554,1.4210527029063929,2.131579054359589,0.2727272727272727,0.81632653,0.5,0.272727272,,4.263158108719178,3.5786033263711725,4.593064097354291,2.8077555214027488,0.08567689955737046,"Cristopher Sanchez",20778,650911
"Zebby Matthews","MIN",2,1,0,3,3,20,4.5,2.25,1.35,0.2923076923076923,0.70175439,0.397058823,0.111111111,94.48016287266523,4.95,4.776745053489917,4.793064022064209,4.854084466025233,0.0839140060815556,"Zebby Matthews",31827,805673
"Carson Whisenhunt","SFG",1,0,0,1,1,5,3.6,3.6,0,0.3157894736842105,0.75,0.368421052,0,92.8398796530331,3.6,4.407894890800808,3.493064022064209,5.578566704690457,0.0830187052657666,"Carson Whisenhunt",31676,687931
"Ryan Yarbrough","NYY",0,0,1,3,0,5.2,7.94117744509336,3.176470978037344,0,0.14285714285714285,0.75,0.5,0,86.98702239990234,1.588235489018672,2.21752227748696,2.387181582500355,3.964452712495903,0.08252179475549351,"Ryan Yarbrough",16502,642232
"Camilo Doval","NYY",2,0,0,6,0,6,10.5000017210844,1.5000002458692,1.5000002458692,0.3333333333333333,1,0.5,0.25,100.3066669040256,1.5000002458692,4.5952125576541905,3.4263974100351424,2.252827066541615,0.07881093695658072,"Camilo Doval",21992,666808
"Yohan Ramírez","PIT",1,0,0,4,0,5.2,9.529412934112033,6.352941956074688,0,0.08333333333333333,1,0.583333333,0,97.67770767211914,0,2.335591621233379,3.093064022064209,3.8816995870619833,0.07859615035695755,"Yohan Ramirez",19444,670990
"Evan Sisk","PIT",1,0,0,7,0,7,11.57143187218877,2.5714293049308377,1.2857146524654188,0.3888888888888889,0.83333333,0.368421052,0.166666666,92.02046327333193,3.8571439573962567,3.2110730468408395,3.6644927564932845,3.0841881109361737,0.07764383943528394,"Evan Sisk",24995,681895
"Dennis Santana","PIT",0,0,0,5,0,5.1,10.125000603497064,3.375000201165688,0,0.09090909090909091,1,0.272727272,0,94.30838073730469,0,1.9448856549684306,1.9680639550089798,3.3646060132223066,0.0767463219036844,"Dennis Santana",17878,642701
"Jesús Luzardo","PHI",2,0,0,3,3,18.2,9.160714597726365,3.8571429885163644,1.9285714942581822,0.2553191489361702,0.87628866,0.431372549,0.19047619,97.05159737723214,3.8571429885163644,3.6957433389427305,5.289492668302694,4.1796287147541875,0.07484893761945273,"Jesus Luzardo",19959,666200
"Alex Lange","KCR",0,2,2,5,0,5.2,11.117648306190077,6.352941889251472,0,0.2857142857142857,0.7,0.285714285,0,96.4354019165039,3.176470944625736,4.816056136521555,3.7989464542032616,5.901974605410024,0.07087505351475182,"Alex Lange",19883,656638
"Hunter Dobbins","STL",1,0,0,2,1,9.1,10.607143218420003,1.9285714942581822,1.9285714942581822,0.375,0.98039216,0.461538461,0.333333333,95.84167073567708,2.892857241387273,4.714987709057364,4.164492629985421,2.3364070648454955,0.07028612926029977,"Hunter Dobbins",30240,690928
"Emerson Hancock","SEA",1,1,0,2,2,9,5,2,1,0.3333333333333333,0.58823529,0.352941176,0.071428571,96.20174076872051,7,6.3202205430642024,4.426397355397542,5.29917811387115,0.06944668975569157,"Emerson Hancock",27470,676106
"John Schreiber","KCR",0,0,0,5,0,5.1,8.437502105953698,0,1.6875004211907394,0.16666666666666666,1,0.461538461,0.25,94.60799936147836,1.6875004211907394,2.1219261124521207,3.6555641624611224,2.335297412908216,0.06757783039220357,"John Schreiber",20020,670167
"Max Meyer","MIA",1,0,0,2,2,11.1,11.11764737066514,3.9705883466661214,1.5882353386664485,0.3793103448275862,0.98837209,0.387096774,0.133333333,94.79370989118304,2.3823530079996726,4.526727259444464,4.769534657323238,4.447005671767744,0.0671966174951225,"Max Meyer",27474,676974
"Luis Castillo","SEA",0,1,0,2,2,11.1,7.147059625407906,2.382353208469302,1.588235472312868,0.20588235294117646,0.65217391,0.4,0.153846153,95.38134511311848,2.382353208469302,2.853771824853954,4.593064190359696,4.00765665876327,0.06598030471065157,"Luis Castillo",15689,622491
"Garrett Cleavinger","TBR",0,1,1,6,0,5,14.400003004074723,5.4000011265280214,1.8000003755093403,0.3,0.35714286,0.181818181,0.142857142,97.19530804951985,9.000001877546703,2.5975207751508593,4.29306427240377,3.77856684769749,0.06532478048891312,"Garrett Cleavinger",17897,664076
"Peyton Gray","TEX",1,0,0,6,0,6.2,8.10000077247627,0,1.350000128746045,0.2222222222222222,0.55555556,0.263157894,0.1,93.2779312133789,4.050000386238135,2.563964016712658,3.2430640363693257,3.5275312234549245,0.061871944112412716,"Peyton Gray",25310,682608
"William Kempner","MIA",1,0,0,3,0,5.2,9.529412833877208,3.176470944625736,0,0.08333333333333333,1,0.25,0,95.47125244140625,0,2.0439970539375847,2.56365219795992,4.1409233113649915,0.059648425888674236,"William Kempner",31615,687531
"Framber Valdez","DET",1,1,0,3,3,16,7.3125,3.9375,1.125,0.3191489361702128,0.8677686,0.645833333,0.181818181,95.40093765258788,2.8125,4.25407155290129,4.968064022064209,4.367194803711027,0.059341943381715376,"Framber Valdez",17295,664285
"Slade Cecconi","CLE",0,0,0,2,2,10.2,9.281250553205643,3.375000201165688,1.687500100582844,0.25,0.98039216,0.689655172,0.4,93.33158772786459,2.531250150874266,3.488951614937244,4.593064111471182,2.853834995291515,0.05929451322712134,"Slade Cecconi",27500,677944
"Wandy Peralta","SDP",1,0,0,5,1,5.2,6.352941889251472,6.352941889251472,0,0.29411764705882354,1,0.411764705,0,97.21620114644368,0,4.2096076066971095,3.7989464542032616,5.376217567608334,0.05709683223716508,"Wandy Peralta",14295,593974
"Jason Adam","SDP",0,0,0,6,0,5.1,6.750000440049945,5.062500330037459,0,0.3333333333333333,0.88888889,0.4,0,93.39825820922852,1.6875001100124862,5.519580301492135,3.843064070958648,4.96029772377234,0.05627117587708378,"Jason Adam",11861,592094
"Jeff Hoffman","TOR",0,0,0,6,0,5.2,11.117648423130705,1.588235489018672,1.588235489018672,0.16666666666666666,1,0.692307692,0.333333333,96.74285952250163,1.588235489018672,1.779152726788134,3.4460052418461364,1.940522878261384,0.05541632527773774,"Jeff Hoffman",17432,656546
"Payton Tolle","BOS",0,2,0,2,2,11,7.363636363636363,2.4545454545454546,1.6363636363636365,0.3235294117647059,0.70422535,0.342857142,0.111111111,95.95170690658244,5.7272727272727275,4.176295023944167,4.9112458402460275,4.985210014744238,0.05410141222525432,"Payton Tolle",35466,801139
"George Soriano","STL",1,1,0,5,0,5.2,7.9411787815579205,0,1.588235756311584,0.3333333333333333,0.89285714,0.368421052,0.125,96.19098214542164,3.176471512623168,3.6562810825011938,3.6224759408347373,3.431386153420059,0.054090791746830805,"George Soriano",21863,666277
"Rhett Lowder","CIN",0,0,0,2,2,8.2,10.384616146426286,7.269231302498399,1.0384616146426284,0.23809523809523808,1,0.454545454,0.125,93.65111142113095,1.0384616146426284,4.4078239123696985,5.400756499047828,5.275813203701546,0.051528739323589444,"Rhett Lowder",33876,695076
"Alex Hoppe","SEA",0,0,0,6,0,6.2,13.50000128746045,4.050000386238135,1.350000128746045,0.3076923076923077,0.45454545,0.5,0.166666666,97.68056155473758,5.40000051498418,2.4281158634753126,3.393064050674442,2.7837442885391974,0.05033480950304667,"Alex Hoppe",31880,695380
"Carlos Carrasco","ATL",0,0,0,2,0,5.2,3.176470944625736,1.588235472312868,0,0.38095238095238093,0.7,0.526315789,0,91.15739985874721,4.764706416938604,5.504102987496879,3.4460052381337354,4.497519313737117,0.04789740034384996,"Carlos Carrasco",6632,471911
"Kumar Rocker","TEX",0,1,0,3,3,13,8.307692917141027,3.4615387154754282,2.076923229285257,0.35714285714285715,0.63829787,0.333333333,0.2,94.70428929184422,6.9230774309508565,6.502612044572445,5.400756499047828,4.1195772973354625,0.047295074677966335,"Kumar Rocker",31843,677958
"Justin Wrobleski","LAD",1,0,0,2,2,10.2,5.062500301748532,1.687500100582844,1.687500100582844,0.21875,0.85365854,0.588235294,0.222222222,95.08202785915799,3.375000201165688,6.204615470908767,4.968064133822924,3.787451840928589,0.04488061491450552,"Justin Wrobleski",31204,680736
"Erick Fedde","CHW",1,0,0,2,0,7.2,9.39130512663013,2.3478262816575324,1.1739131408287662,0.34782608695652173,0.94339623,0.565217391,0.2,93.96956253051758,1.1739131408287662,4.234169706943229,3.87567278261672,3.1515280095023894,0.043287762016871276,"Erick Fedde",17425,607200
"Grant Taylor","CHW",1,0,1,3,0,5,9,0,1.8,0.23076923076923078,0.38461538,0.428571428,0.2,97.5717303936298,3.6,1.68054434855985,3.6930640220642093,2.5827087953686716,0.04308167247614518,"Grant Taylor",33927,691799
"Tyron Guerrero","BOS",0,0,0,5,0,5,12.600005031826122,0,1.800000718832303,0.2727272727272727,1,0.75,0.333333333,100.10724187301378,1.800000718832303,1.9388595874011483,3.493064181804721,1.7868503644089995,0.041854359082417796,"Tyron Guerrero",11691,594027
"Lucas Giolito","SDP",0,1,0,2,1,9,5,8,0,0.3,0.70588235,0.4,0,91.16362366495254,4,4.7009820580765185,4.6486195776197645,6.469296522769663,0.03791056083051282,"Lucas Giolito",15474,608337
"Mike Paredes","MIN",0,0,0,2,2,7.2,7.043478844972598,2.3478262816575324,1.1739131408287662,0.2,0.78947368,0.38095238,0.111111111,92.73728980087652,3.521739422486299,5.373775238292544,4.788716336594649,4.841777596613206,0.0333318787524507,"Mike Paredes",30187,702474
"Jared Jones","PIT",0,1,0,2,2,8,9,2.25,2.25,0.375,0.58823529,0.5,0.222222222,98.748046875,7.875,4.33182672963502,5.093064022064209,3.5189143920317294,0.03179552043685793,"Jared Jones",27863,683003
"Alimber Santa","HOU",0,0,0,4,0,6.2,4.050000386238135,4.050000386238135,0,0.23809523809523808,0.625,0.523809523,0,95.17495059967041,0,4.031211192877157,3.543064064979558,5.107191226116034,0.030245585063363153,"Alimber Santa",28846,695001
"Bryan King","HOU",2,0,0,6,0,5,7.200001502037361,5.4000011265280214,0,0.23076923076923078,0.85714286,0.538461538,0,92.14858932495117,1.8000003755093403,3.2426727904992814,3.8930641889572493,5.382709273025894,0.029698431083802934,"Bryan King",25890,687911
"Brandon Sproat","MIL",0,0,0,3,3,14.2,6.750000292604632,3.0681819511839237,1.8409091707103544,0.25,0.72463768,0.441860465,0.2,96.74101541810117,4.909091121894278,4.613626781111697,5.274882298461666,4.139291676478338,0.02912980465029994,"Brandon Sproat",33850,687075
"Drew Rom","MIL",0,0,0,4,0,5.1,16.87500402331448,6.750001609325793,1.6875004023314482,0.45454545454545453,0.93023256,0.25,0.166666666,92.12432143267463,3.3750008046628963,3.6822585166901174,4.03056424558168,3.2689144339577347,0.02722329124345137,"Drew Rom",24602,680723
"Trevor McDonald","SFG",0,1,0,2,2,8.2,10.384616146426286,6.230769687855771,1.0384616146426284,0.391304347826087,0.76923077,0.416666666,0.142857142,94.29049987792969,5.192308073213143,5.917997573108435,4.708448755952743,4.411623358769827,0.02407850761509153,"Trevor McDonald",26448,686790
"José Soriano","LAA",2,0,0,2,2,11,5.7272727272727275,3.272727272727273,1.6363636363636365,0.2727272727272727,0.81967213,0.628571428,0.333333333,95.8425548464753,3.272727272727273,3.961210704282441,5.274882203882391,3.7237793529575525,0.023503547770546505,"Jose Soriano",22100,667755
"Drey Jameson","ARI",0,0,0,3,0,5.2,7.94117736156434,4.764706416938604,0,0.25,0.625,0.375,0,96.36019065163352,4.764706416938604,3.81867012231432,3.4460052381337354,5.286154870439653,0.02041902438420179,"Drey Jameson",26260,686753
"Sam Aldegheri","LAA",1,2,0,3,2,9,6,6,1,0.3103448275862069,0.51282051,0.321428571,0.066666666,92.15645244759573,7,4.0162019441484915,5.537508466508654,6.57580531090498,0.017652611251056556,"Sam Aldegheri",26443,691951
"Zac Gallen","ARI",0,0,0,2,2,11.1,5.55882368533257,2.3823530079996726,1.5882353386664485,0.34210526315789475,0.74074074,0.333333333,0.125,93.90730086616848,5.55882368533257,6.365191013637493,5.21071114028614,5.019621403120753,0.015974800656787976,"Zac Gallen",19291,668678
"Travis Adams","MIN",0,0,1,4,0,5.2,11.117648306190077,3.176470944625736,1.588235472312868,0.3076923076923077,0.89285714,0.285714285,0.2,94.3406982421875,3.176470944625736,5.32782997917117,3.9754170622380247,2.995691752290331,0.015656119506841627,"Travis Adams",30180,701519
"Tejay Antone","CIN",1,0,0,6,0,7.1,7.363637640456744,3.681818820228372,1.227272940076124,0.14285714285714285,0.71428571,0.578947368,0.142857142,95.52207777235243,1.227272940076124,1.6235883049623594,4.456700622148792,4.1059069358407,0.015537497031933203,"Tejay Antone",16233,622088
"José Suarez","ATH",1,1,0,5,0,8,9.00000221282298,3.375000829808618,1.1250002766028726,0.375,0.55555556,0.44,0.1,92.93407683676861,6.750001659617236,2.418362782941335,4.218064298667082,4.455120323582426,0.011259246971251871,"Jose Suarez",19911,660761
"Phil Maton","CHC",0,0,0,6,0,5.1,8.43750375614203,6.750003004913625,0,0.35294117647058826,0.90909091,0.5,0,,1.6875007512284061,6.711768258922391,4.0305644394133235,4.309872958748295,0.009592861505331994,"Phil Maton",18064,664208
"Lucas Erceg","KCR",0,0,1,5,0,5,5.4000011265280214,7.200001502037361,0,0.2,0.875,0.533333333,0,97.00558206309442,1.8000003755093403,3.0656504626598733,4.89306439757355,6.382709481642193,0.00942692049961059,"Lucas Erceg",19360,668674
"Keegan Akin","BAL",0,0,0,5,0,6,0,3.0000005066395663,0,0.21739130434782608,0.85714286,0.318181818,0,93.77900279651989,1.5000002533197832,3.938373568520157,4.093064190944064,7.3206284115075535,0.006369376664568617,"Keegan Akin",19362,669211
"Trevor Richards","CHW",0,0,0,4,0,7.1,4.909091121894278,2.454545560947139,1.2272727804735695,0.14285714285714285,1,0.272727272,0.083333333,92.03593583540483,1.2272727804735695,8.034196585053841,4.593064087087461,5.257937381316244,0.001845882625318646,"Trevor Richards",19309,670950
"Tomoyuki Sugano","COL",2,0,0,2,2,10,4.5,3.6,1.8,0.32432432432432434,0.46052632,0.282051282,0.125,91.95735543673156,8.1,4.841022142585007,5.893064022064209,5.67649565935135,0.00002685209417670675,"Tomoyuki Sugano",35321,608372
"Kyle Bradish","BAL",1,1,0,3,3,15.2,11.489362168387643,4.595744867355057,2.2978724336775285,0.4473684210526316,0.76923077,0.404761904,0.333333333,,6.319149192613204,4.067569629516983,5.390936455741738,3.2127919383902417,-0.0007068605638439916,"Kyle Bradish",24586,680694
"Ryan Watson","BOS",0,0,0,3,0,6,3,1.5,1.5,0.2,0.71428571,0.285714285,0.09090909,94.43429565429688,4.5,5.2740525327775165,5.59306402206421,6.157412773122391,-0.0007437634161954665,"Ryan Watson",27853,670245
"Riley Cornelio","WSN",0,0,0,2,0,6.1,4.263158108719178,7.1052635145319645,0,0.25,0.6,0.35,0,95.4194634885204,5.684210811625571,4.051858393047888,4.514116724970602,6.866187537720255,-0.0010714560520943416,"Riley Cornelio",31953,683000
"Beck Way","KCR",0,0,0,5,0,7.1,12.272727854611487,6.1363639273057435,1.2272727854611487,0.3888888888888889,0.77586207,0.47368421,0.25,97.52731356413469,4.909091141844595,4.425205071939004,4.183973164696342,3.2237793591551305,-0.0013218230269912636,"Beck Way",27877,694360
"Patrick Corbin","TOR",0,1,0,2,2,6.2,8.10000077247627,5.40000051498418,1.350000128746045,0.4166666666666667,0.61643836,0.32,0.111111111,90.91857684100115,9.450000901222316,6.5233222546573355,5.493064250946068,5.554084700726455,-0.0016949920148906436,"Patrick Corbin",9323,571578
"Cionel Pérez","NYM",1,0,0,5,0,5.1,8.437502105953698,1.6875004211907394,1.6875004211907394,0.3125,0.89285714,0.5625,0.25,97.177734375,3.375000842381479,2.437454653188334,4.218064302858036,2.897797553305129,-0.0018179546533256762,"Cionel Perez",19614,672335
"Brock Burke","CIN",0,1,0,6,0,6.2,4.050000386238135,8.10000077247627,0,0.23809523809523808,0.72727273,0.285714285,0,96.89878910609654,0,6.049621251731622,4.893064193725603,7.574425041388132,-0.001992677502545801,"Brock Burke",17968,656271
"Kevin Kelly","TBR",1,1,0,5,0,6.1,9.947370511838713,2.8421058605253466,1.4210529302626733,0.29411764705882354,0.92105263,0.555555555,0.25,93.26141611735027,2.8421058605253466,5.100070272314124,4.356222182297697,3.244418647542627,-0.0024005780741479204,"Kevin Kelly",25679,687330
"Will Dion","CLE",0,0,0,3,0,5.1,8.43750050291422,1.687500100582844,1.687500100582844,0.42105263157894735,0.81395349,0.2,0.111111111,91.17523403825432,5.062500301748532,4.0685296609938275,4.218064089119439,4.294339648617097,-0.0027117608451448444,"Will Dion",30061,702021
"Chris Paddack","CIN",0,0,0,3,0,7.1,4.909091121894278,2.454545560947139,1.2272727804735695,0.2692307692307692,0.46511628,0.384615384,0.125,93.2881338936942,7.363636682841418,4.784199878188643,4.593064087087461,4.445403833382338,-0.006297152209136048,"Chris Paddack",20099,663978
"Enyel De Los Santos","HOU",0,0,0,7,0,6.2,8.10000200361063,4.050001001805315,1.350000333935105,0.3157894736842105,0.46511628,0.210526315,0.111111111,95.25950622558594,8.10000200361063,5.488035348638597,4.593064393103215,4.654084852158215,-0.006658971260671227,"Enyel De Los Santos",18403,660853
"Joe Rock","CHW",0,0,0,2,0,6,10.5,9,0,0.35714285714285715,0.92307692,0.428571428,0,92.69391808143028,1.5,7.196439378461962,4.759730688730876,6.0011013331512615,-0.014446492987040663,"Joe Rock",30016,697812
"Bradgley Rodriguez","SDP",1,0,0,6,1,5.2,9.529412934112033,4.764706467056016,1.588235489018672,0.35294117647058826,0.69767442,0.470588235,0.166666666,97.99299791124132,4.764706467056016,4.5209019424353345,4.857770120973845,4.1409233223868664,-0.026757752985847077,"Bradgley Rodriguez",29107,699134
"Luis Medina","ATH",0,0,0,4,0,7.2,11.739131408287662,3.521739422486299,2.3478262816575324,0.5,0.53030303,0.25,0.153846153,96.88644802954889,10.565218267458896,3.5326328056196274,5.049585923445486,4.1842009020664905,-0.029439116878297908,"Luis Medina",21649,665622
"Joey Cantillo","CLE",1,1,0,2,2,10,9.9,1.8,2.7,0.4,0.703125,0.393939393,0.214285714,91.57756447305485,7.2,4.738042250921434,5.393064022064209,3.5785667046904566,-0.02955441647811792,"Joey Cantillo",23335,676282
"Griffin Canning","SDP",1,1,0,3,2,14.1,8.790697869382855,6.2790699067020395,1.255813981340408,0.2972972972972973,0.69306931,0.538461538,0.153846153,94.02822825947746,5.6511629160318355,4.563546957019509,5.046552437482621,4.583672105329993,-0.030962010636477678,"Griffin Canning",19867,656288
"Nathan Eovaldi","TEX",1,1,0,2,2,12.2,6.394737163078768,2.8421054058127857,2.131579054359589,0.21212121212121213,0.71428571,0.444444444,0.1875,94.68022809709821,4.973684460172375,4.958294688539825,5.698327310725929,4.501036437961801,-0.03713725158479981,"Nathan Eovaldi",9132,543135
"Randy Vásquez","SDP",1,1,0,2,2,9,8,4,2,0.4,0.78947368,0.3125,0.117647058,94.92401230126096,6,6.24032417118802,5.537508466508654,5.462393038305971,-0.0405243101575235,"Randy Vasquez",24719,681190
"Anthony Nunez","BAL",0,0,0,4,0,5.1,8.43750050291422,5.062500301748532,1.687500100582844,0.16666666666666666,0.86956522,0.384615384,0.166666666,96.33441121954667,3.375000201165688,2.7041325415612576,5.343064156174668,4.58141448074433,-0.04282173730186104,"Anthony Nunez",25796,689296
"Chase Shugart","PHI",0,0,0,6,0,5.1,10.125002583722312,6.750001722481541,1.6875004306203853,0.3333333333333333,0.69767442,0.25,0.2,95.35526699490018,6.750001722481541,7.949199800645762,5.530564644071433,4.489606353410146,-0.0429132936485151,"Chase Shugart",21544,663767
