Name,Team,PA,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,AVG,xBA,SLG,xSLG,wOBA,xwOBA,NameASCII,PlayerId,MLBAMID
"Ryan Kreidler","MIN",37,28,84.47857066563198,98.5,105.2,13.892857142857142,1,0.03571429,8,0.28571429,0.194444444,0.16986111158298123,0.277777777,0.26124999713566566,0.21852909229897163,0.19844480744890264,"Ryan Kreidler",25867,668952
"Christian Vázquez","HOU",14,10,87.0999984741211,93.8,98.7,17.3,0,0,1,0.1,0.214285714,0.2028571471039738,0.214285714,0.2502857112724866,0.19084113836288452,0.19635714351066522,"Christian Vazquez",9774,543877
"Travis Bazzana","CLE",50,32,88.9093770980835,102.3,103.9,17.8125,0,0,11,0.34375,0.152173913,0.16206521735243176,0.195652173,0.197260864564906,0.1814454412460327,0.19112748458981513,"Travis Bazzana",34967,683953
"Chuckie Robinson","LAD",14,13,78.93333095974393,90.8,94.7,12.333333333333334,0,0,0,0,0.166666666,0.2022499971014137,0.166666666,0.2319166692517077,0.14843199650446573,0.19066667133787027,"Chuckie Robinson",19824,642020
"Kyler Fedko","MIN",8,2,86.20000076293945,98.5,98.5,-21,0,0,1,0.5,0,0.09514285836900983,0,0.17028571026665823,0.08744935691356659,0.18680724501609802,"Kyler Fedko",29930,693459
"George Springer","TOR",31,18,84.34444385104709,106.5,106.6,3.9444444444444446,0,0,7,0.38888889,0.172413793,0.1548275844804172,0.24137931,0.19417240599106098,0.21143632550393382,0.18628761172294617,"George Springer",12856,543807
"Myles Straw","TOR",19,18,87.53333367241754,103.6,108.3,13,0,0,6,0.33333333,0.166666666,0.17400000099506643,0.388888888,0.2703888834350639,0.22069923501265676,0.18357894844130465,"Myles Straw",17620,664702
"Nick Allen","HOU",19,11,82.12727217240767,94.2,106.6,20.09090909090909,0,0,1,0.09090909,0.176470588,0.12594118078841882,0.235294117,0.1499411820927087,0.23371776154166773,0.18183768579834386,"Nick Allen",22277,669397
"Jahmai Jones","DET",5,1,64,64,64,-74,0,0,0,0,0,0.05550000071525574,0,0.05575000122189522,0.13991897106170653,0.17989160120487213,"Jahmai Jones",18872,663330
"Brian Navarreto","MIA",12,9,86.27142769949776,104,104,17.571428571428573,1,0.11111111,1,0.11111111,0.222222222,0.10266666321290864,0.333333333,0.1794444372256597,0.28504506349563596,0.17754580229520797,"Brian Navarreto",16398,640459
"Drew Romo","CHW",12,8,84.47500228881836,102,102,17.25,0,0,2,0.25,0.1,0.07679999805986881,0.1,0.08670000098645687,0.190815140803655,0.1762430005085965,"Drew Romo",27763,691011
"Sean Keys","TOR",25,15,92.56666717529296,103.9,105.3,24.2,0,0,9,0.6,0.16,0.16583999633789062,0.32,0.24159999310970307,0.2033550977706909,0.17527999997138977,"Sean Keys",35094,815873
"Cooper Ingle","CLE",24,9,90.95555708143446,103.6,103.6,1.1111111111111112,0,0,4,0.44444444,0.095238095,0.10609523668175652,0.095238095,0.12704761964934214,0.16166535516579947,0.17522391863167286,"Cooper Ingle",33708,694876
"Tristan Gray","MIN",27,15,87.97857339041573,102.7,106.3,24.142857142857142,1,0.06666667,3,0.2,0.153846153,0.15503845997871116,0.192307692,0.20215385009606296,0.17154202196333143,0.17483177687972784,"Tristan Gray",19877,656484
"Josh Rojas","KCR",20,15,81.17333221435547,100.7,102.9,22.466666666666665,1,0.06666667,3,0.2,0.15,0.14710000436753035,0.35,0.26039999574422834,0.20966427326202391,0.1740500010550022,"Josh Rojas",19734,668942
"Brandon Valenzuela","TOR",19,9,78.03333282470703,92.6,92.6,27.333333333333332,0,0,0,0,0,0.07500000155414455,0,0.09031249964027666,0.11046234557503148,0.17001968355065114,"Brandon Valenzuela",23813,678218
"Ronny Mauricio","NYM",18,12,90.20833269755046,108.3,108.7,9.5,1,0.08333333,4,0.33333333,0.111111111,0.15216666840327284,0.166666666,0.2430555567714489,0.11949198775821263,0.169944442782758,"Ronny Mauricio",23698,677595
"Austin Wells","NYY",32,21,85.56000022888183,100,101.5,17.8,0,0,8,0.38095238,0.096774193,0.15819354908120248,0.129032258,0.23425806265684865,0.09811121802176198,0.16922581051626512,"Austin Wells",27562,669224
"Kameron Misner","KCR",22,11,84.47272560813211,96.8,98.6,20.454545454545453,0,0,2,0.18181818,0.095238095,0.1467142818229539,0.142857142,0.17528571427932807,0.1295659379525618,0.16574809039858254,"Kameron Misner",26374,670224
"LaMonte Wade Jr.","HOU",10,5,83.37999877929687,95.3,95.3,26,0,0,1,0.2,0,0.10933333221409056,0,0.12277777658568488,0.06995948553085327,0.16074579879641532,"LaMonte Wade Jr.",18126,664774
"Brice Matthews","HOU",24,14,79.68333371480306,100.8,103.3,18.75,1,0.07142857,4,0.28571429,0.095238095,0.10238095350740921,0.238095238,0.1494761939116177,0.18835701631463092,0.16030069639015457,"Brice Matthews",33280,694728
"Logan O'Hoppe","LAA",26,18,80.16111108991835,102.3,105.3,22.22222222222222,0,0,6,0.33333333,0.153846153,0.16688460935032567,0.153846153,0.19299999373302293,0.13701415061950684,0.1578076914525949,"Logan O'Hoppe",24729,681351
"Oswaldo Cabrera","NYY",11,7,89.60000152587891,98.4,98.4,-5.4,0,0,3,0.42857143,0,0.15844444433848062,0,0.1868888901339637,0,0.1477777792347802,"Oswaldo Cabrera",21707,665828
"Billy Cook","PIT",6,5,81.32000122070312,104.4,104.4,44,0,0,2,0.4,0.166666666,0.13966666658719382,0.333333333,0.20466667662064233,0.21004396677017212,0.14683333784341812,"Billy Cook",29573,695257
"Ali Sánchez","NYY",8,6,82.88333129882812,92.1,92.1,15.333333333333334,0,0,0,0,0,0.15175000205636024,0,0.1731249950826168,0,0.14024999924004078,"Ali Sanchez",18551,645305
"Jesús Sánchez","TOR",8,4,95.87500381469727,107.7,107.7,5.25,0,0,2,0.5,0.125,0.14137500524520874,0.125,0.17687499523162842,0.1113239973783493,0.13975000567734241,"Jesus Sanchez",19913,660821
"Petey Halpin","CLE",9,8,92.31666692097981,103,103,24.666666666666668,0,0,2,0.25,0.25,0.11662499979138374,0.25,0.14612499810755253,0.2226479947566986,0.11487499997019768,"Petey Halpin",27931,690984
"Weston Wilson","SEA",8,3,76.86666615804036,85.8,85.8,32,0,0,0,0,0.125,0.12612499622628093,0.125,0.13562500081025064,0.1113239973783493,0.11375000071711838,"Weston Wilson",19358,642215
"Oswald Peraza","LAA",23,11,82.79090811989524,102.9,109,3.3636363636363638,0,0,3,0.27272727,0.04347826,0.11704347711866317,0.04347826,0.13204347909144734,0.03872139039246932,0.10913043562322855,"Oswald Peraza",22823,672724
"Rodolfo Durán","SDP",22,16,86.22666524251302,98,101.4,22.4,0,0,3,0.1875,0.142857142,0.10466666590599787,0.19047619,0.13390476079214186,0.14483084565117246,0.1030000008287884,"Rodolfo Duran",20958,660710
"Jake Rogers","DET",15,8,92.20000076293945,109.3,109.3,27,0,0,2,0.25,0.071428571,0.05485714213656528,0.071428571,0.079000003103699,0.10601245562235515,0.10009719766676425,"Jake Rogers",19452,668670
"Jonah Cox","SFG",13,5,90.26666768391927,102.3,102.3,23,0,0,1,0.2,0.09090909,0.0892727253111926,0.09090909,0.11918181587349284,0.08096290718425404,0.08981817960739136,"Jonah Cox",33270,813841
"Braxton Fulford","COL",14,4,77.5999984741211,94.2,94.2,19.75,0,0,0,0,0,0.04415384550184871,0,0.04961538471532269,0.052171490022114346,0.08959243233714785,"Braxton Fulford",29704,690924
"Mickey Gasper","BOS",5,4,78.4749984741211,82.6,82.6,2.75,0,0,0,0,0,0.0734000027179718,0,0.09460000395774841,0,0.07360000014305115,"Mickey Gasper",24759,681508
"Davis Schneider","TOR",8,4,98.4000015258789,102.9,102.9,46.25,0,0,2,0.5,0,0.010428571275302343,0,0.02971428632736206,0,0.040749999694526196,"Davis Schneider",23565,676914
"Daniel Susac","SFG",6,2,78.8499984741211,89.1,89.1,17.5,0,0,0,0,0,0.017666666768491268,0,0.025166666756073635,0,0.01800000046690305,"Daniel Susac",31441,691740
